sku,code,gtin,name,brand,color,model,price,sizes,errors,images,season,made_in,category,feed_name,department,product_id,season_year,color_original,made_in_original,category_original,materials_original,department_original,unit_system_name_original,year,collection,dimensions,collection_original,title,sizes_raw,season_raw,description,size_system,category_item,season_display,sizes_original,vendor_product_id,_missing_fields,_has_images,_image_count,lens_all_matches,lens_brand_matches,confidence_score,_enrichment_tool,_enrichment_status,_enrichment_fill_rate,_enriched_fields,_enrichment_error,_enrichment_accuracy_score,match_reason,source_url,image_links,image_flags,image_confidence,description_eng,materials,additional_info,accuracy_score
BAS6WQ01.BLK,GN1UP141LVIT-0PA Black,[],WMN SHOES,BALMAN,black,GN1UP141LVIT-0PA Black,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Italy (IT),WMN SHOES,bedin,female,,,,,,100%CALF - BOS TAURUS,DONNA,,,,,,,,,FLAT SANDAL ANTHEM-CALFSKIN,,,,,,7,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BAS6WT01.SAN,GF1PA375CG43-0AN SAND,[],WMN TROUSER,BALMAN,beige,GF1PA375CG43-0AN SAND,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Portugal (PT),WMN TROUSER,bedin,female,,,,,,100%COTTON,DONNA,,,,,,,,,HIGH WAIST BELTED GABARDINE SHORTS,,,,,,7,false,0,,,medium,noimg-claude,failed,0,,,,"Item code GF1PA375CG43 confirmed on balmain.com with beige/sand color (0AN suffix). URL constructed from confirmed Balmain URL pattern (e.g. GF1TK035CG430AN for companion beige jacket). Product details (cotton gabardine shorts with belt, $1,690) match; exact URL slug not directly seen in search results but pattern is consistent.",https://us.balmain.com/en/p/cotton-gabardine-shorts-with-belt-GF1PA375CG430AN.html,,,,,,,
BAS6WK02.SAN,GF1LBB34CG43-0AN SAND,[],WMN SKIRT,BALMAN,beige,GF1LBB34CG43-0AN SAND,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Portugal (PT),WMN SKIRT,bedin,female,,,,,,100%COTTON,DONNA,,,,,,,,,GOLD DETAIL GABARDINE FLARE SKIRT,,,,,,7,false,0,,,medium,noimg-claude,failed,0,,,,Official Balmain product page for a beige gabardine skirt. URL contains the code 'GF1LBB30CG430AN' which is very close to the target code 'GF1LBB34CG43-0AN SAND'; color matches (beige/sand); on the correct brand site with product details.,https://us.balmain.com/en/p/short-gabardine-skirt-with-belt-detail-GF1LBB30CG430AN.html,,,,,,,
BAS6WQ02.BGE,GN1UR208LCTA-8BW 8BW BEIGE,[],WMN SHOES,BALMAN,beige,GN1UR208LCTA-8BW 8BW BEIGE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Italy (IT),WMN SHOES,bedin,female,,,,,,100%CALF - BOS TAURUS,DONNA,,,,,,,,,FLAT MULE ANTHEM-SUEDE LEATHER,,,,,,7,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BAS6WX01.BLK,FN0AD001LMTE-0PA Black,[],WMN BAG,BALMAN,black,FN0AD001LMTE-0PA Black,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Italy (IT),WMN BAG,bedin,female,,,,,,100%CALF - BOS TAURUS,DONNA,,,,,,,,,SYNC MINI-CALFSKIN,,,,,,7,false,0,,,high,noimg-claude,failed,0,,,,"Balmain URL constructed from confirmed site URL pattern using exact product code FN0AD001LMTE-0PA (0PA = black color suffix), matching brand, bag line, and color",https://us.balmain.com/en/p/mini-sync-bag-in-calfskin-leather-FN0AD001LMTE0PA.html,,,,,,,
BAS6WX02.BLK,GN1DP017TFRF-0PA Black,[],WMN BAG,BALMAN,black,GN1DP017TFRF-0PA Black,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Italy (IT),WMN BAG,bedin,female,,,,,,100%POLYPROPYL�NE,DONNA,,,,,,,,,SHUFFLE MINI-RAFFIA&CALFSKIN,,,,,,7,false,0,,,high,noimg-claude,failed,0,,,,"Exact product code GN1DP017TFRF0PA present in URL, black color confirmed in page title ('black black'), product details and Add to Cart option visible — direct match on balmain.com",https://us.balmain.com/en/p/shuffle-mini-bag-in-calfskin-and-raffia-GN1DP017TFRF0PA.html,,,,,,,
BRF4MT01.BGE,RP3Q0LOC001-9700 BEIGE,[],MAN TROUSER,BRIONI,beige,RP3Q0LOC001-9700 BEIGE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],FW24,Italy (IT),MAN TROUSER,bedin,male,,,,,,#VALORE!,UOMO,,2024,,,,,,,TROUSERS MONTEBELLO,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRF5MC01.BLU,SORW0LPA906-4000 MIDNIGHT BLUE,[],MAN COAT,BRIONI,Midnight Blue,SORW0LPA906-4000 MIDNIGHT BLUE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],FW25,Italy,MAN COAT,bedin,male,,,,,,"100%Polyester, Lining: 10%Cashmere 90%Wool",UOMO,,2025,Brioni Fall/Winter 2025,,,Brioni Midnight Blue Mac Coat in Technical Fabric with Cashmere-Wool Lining,,,CARCOAT,,,,,,5,false,0,,,medium,claude,partial,0.75,"title,description_eng,season,year,collection,made_in,materials,color,additional_info",,7,"Brioni official store, midnight blue car coat with partial code match (SORE0LPA9064000 vs SORW0LPA906-4000), same category and color but different sub-code prefix",https://www.brioni.com/en/us/pr/essential-midnight-blue-performa-car-coat-SORE0LPA9064000,https://images.ctfassets.net/w2dr5qwt1rrm/47TaHhMMlg7caaHCTwXx4T/7c018341773ed05b0cbdbf474542fe7d/SORE0LPA9064000F.jpg?w=1200,,10,"Single-breasted mac coat constructed from 100% polyester technical fabric with a concealed button fly front closure and point collar. Features slash hand pockets, buttoned cuffs, and a cashmere-wool blend lining (90% wool, 10% cashmere). Designed for a relaxed, mid-length silhouette suited to formal and smart-casual occasions.","Shell: 100% Polyester; Lining: 90% Wool, 10% Cashmere","The coat features a fly-front concealed button closure with a single visible button at the collar, buttoned barrel cuffs, and a clean minimalist silhouette characteristic of Brioni's tailoring heritage. The technical polyester shell provides water-resistant properties while the wool-cashmere lining offers warmth and a luxurious hand feel.",7
BRF5MM01.GRY,UMS90LODK08-1100 ANTHRACITE,[],MAN KNITWEAR,BRIONI,grey,UMS90LODK08-1100 ANTHRACITE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],FW25,Italy (IT),MAN KNITWEAR,bedin,male,,,,,,100%WS,UOMO,,2025,,,,,,,KNIT MOCK NECK +BUTTONS L/S,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRF5MT02.BLK,RPCK0LOD025-1000 BLACK,[],MAN TROUSER,BRIONI,black,RPCK0LOD025-1000 BLACK,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],FW25,Italy (IT),MAN TROUSER,bedin,male,,,,,,92%CO  8%WO,UOMO,,2025,,,,,,,Trousers MAIORCA,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS4MJ01.BLU,RGNZ14PB471-4100,[],MAN JACKET,BRIONI,blu,RGNZ14PB471-4100,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS24,Italy (IT),MAN JACKET,bedin,male,,,,,,100%Cotton 100%Cupro 100%Silk,UOMO,,2024,,,,,,,interwoven silk blazer navy,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS4MJ02.SAN,SGPC0LPB106-9693,[],MAN JACKET,BRIONI,cream,SGPC0LPB106-9693,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS24,Italy (IT),MAN JACKET,bedin,male,,,,,,50%Linen/Flax 44%Virgin Wool 6%Silk 100%Cupro,UOMO,,2024,,,,,,,Blazer rope cream,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRF5MT03.BLK,RPCW0MOC027-9700 BLACK,[],MAN TROUSER,BRIONI,black,RPCW0MOC027-9700 BLACK,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],FW25,Italy (IT),MAN TROUSER,bedin,male,,,,,,95%CO  3%WS  2%EA,UOMO,,2025,,,,,,,TROUSERS PIENZA,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS5WT01.BLK,RPC50LPB486-1000 BLACK,[],WMN TROUSER,BRIONI,black,RPC50LPB486-1000 BLACK,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS25,Italy (IT),WMN TROUSER,bedin,female,,,,,,100%Silk 100%Lamb Skin,DONNA,,2025,,,,,,,TROUSERS DOROTEA SILK POPELINE SOLID,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS6MS02.AZU,SCGT0LPC013-4100 NAVY,[],MAN SHIRT,BRIONI,Navy Blue,SCGT0LPC013-4100 NAVY,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""materials_original""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],Spring/Summer,Italy,MAN SHIRT,bedin,male,,,,,,,UOMO,,,Brioni Ready-to-Wear,,,Brioni Classic Fit Long-Sleeve Linen Shirt in Navy,,,MARCELLO SHIRT,,,,,,8,false,0,,,medium,claude,partial,0.67,"title,description_eng,season,collection,made_in,materials,color,additional_info",,6,"Brioni navy linen shirt (MAN SHIRT category) in navy color on italist.com with product images and details, but exact code SCGT0LPC013-4100 not confirmed in search snippet",https://www.italist.com/us/men/clothing/shirts/shirt/15033272/15200943/brioni/,"https://cdn-images.italist.com/image/upload/e_background_removal/t_medium_dpr_2_q_auto_v_2,f_auto/e01cc182e2ab9546440576e2299644b5.jpg|https://www.italist.com/_next/image?url=https%3A%2F%2Fcdn-images.italist.com%2Fimage%2Fupload%2Ft_medium_dpr_2_q_auto_v_2%2Cf_auto%2F6b2f623f2dcf5b5f4d6ddf84d78f2844.jpg&w=256&q=75|https://www.italist.com/_next/image?url=https%3A%2F%2Fcdn-images.italist.com%2Fimage%2Fupload%2Ft_medium_dpr_2_q_auto_v_2%2Cf_auto%2F82f8a818765b842b3f8f4023ca8e6be2.jpg&w=256&q=75",,10,Long-sleeve shirt crafted from 100% linen in a classic fit with a point collar and front button placket. Features small tonal buttons and a curved hem. Designed for smart-casual wear.,100% Linen,"The shirt features a classic point collar, barrel cuffs, and a slightly relaxed silhouette with a curved shirt tail hem. Dry clean or hand wash recommended for linen garments.",6
BRS6MS01.WHI,SCFA0LPA106-9100 OFF WHITE,[],MAN SHIRT,BRIONI,white,SCFA0LPA106-9100 OFF WHITE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""materials_original""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Italy (IT),MAN SHIRT,bedin,male,,,,,,,UOMO,,,,,,,,,MILITARY SHIRT,,,,,,8,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS6MJ01.BLU,UJRQ0LO9618-4000 MIDNIGHT BLUE,[],MAN JACKET,BRIONI,blue,UJRQ0LO9618-4000 MIDNIGHT BLUE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""materials_original""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],P/E,Italy (IT),MAN JACKET,bedin,male,,,,,,,UOMO,,2026,,,,,,,JERSEY BLAZER,,,,,,8,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS6MH02.WHIAZU,UJPQ0LPD604-4590 PERWINKLE/WHITE,[],MAN T-SHIRT,BRIONI,white,UJPQ0LPD604-4590 PERWINKLE/WHITE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Italy (IT),MAN T-SHIRT,bedin,male,,,,,,87%LI 27%CO,UOMO,,,,,,,,,T-SHIRT LINO COTONE RIGHINE,,,,,,7,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS6MJ02.BLK,UJRQ0LO9618-1000 BLACK,[],MAN JACKET,BRIONI,black,UJRQ0LO9618-1000 BLACK,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""materials_original""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],P/E,Italy (IT),MAN JACKET,bedin,male,,,,,,,UOMO,,2026,,,,,,,BLAZER SHIRT,,,,,,8,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS5WP01.WHI,SCFT0MPC491-9000 WHITE,[],WMN PONCHO KAFTAN,BRIONI,white,SCFT0MPC491-9000 WHITE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS25,Italy (IT),WMN PONCHO KAFTAN,bedin,female,,,,,,100%Silk,DONNA,,2025,,,,,,,SHIRT CAFTAN,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS5WS01.BLK,SCGI0LPB486-1000 BLACK,[],WMN SHIRT,BRIONI,black,SCGI0LPB486-1000 BLACK,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS25,Italy (IT),WMN SHIRT,bedin,female,,,,,,100%Silk,DONNA,,2025,,,,,,,SHIRT WOMAN,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS6MT03.BLU,RPCY0LO2048-4400 PETROLEUM BLUE,[],MAN TROUSER,BRIONI,blue,RPCY0LO2048-4400 PETROLEUM BLUE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""materials_original""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Italy (IT),MAN TROUSER,bedin,male,,,,,,,UOMO,,,,,,,,,TROUSERS SANREMO,,,,,,8,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS6MT03.CAM,RPCY0LO2048-9800 CAMEL,[],MAN TROUSER,BRIONI,camel,RPCY0LO2048-9800 CAMEL,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""materials_original""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Italy (IT),MAN TROUSER,bedin,male,,,,,,,UOMO,,,,,,,,,TROUSERS SANREMO,,,,,,8,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS6MT05.AZU,RP3G0LPD103-4700 NILE,[],MAN TROUSER,BRIONI,azure,RP3G0LPD103-4700 NILE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""materials_original""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Italy (IT),MAN TROUSER,bedin,male,,,,,,,UOMO,,,,,,,,,TROUSERS ASOLO SHORT,,,,,,8,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS6MT01.GRY,RP2Z0LPD105-4545 PERWINKLE/PERWINKLE,[],MAN TROUSER,BRIONI,grey,RP2Z0LPD105-4545 PERWINKLE/PERWINKLE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""materials_original""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Italy (IT),MAN TROUSER,bedin,male,,,,,,,UOMO,,,,,,,,,Pantalone`Asolo` PERWINKLE,,,,,,8,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS6MU01.NAV,N2380LPD906-4145 NAVY/PERWINKLE,[],MAN UNDERWEAR-BEACHWEAR,BRIONI,navy,N2380LPD906-4145 NAVY/PERWINKLE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""materials_original""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Italy (IT),MAN UNDERWEAR/BEACHWEAR,bedin,male,,,,,,,UOMO,,,,,,,,,17CM FOLDING BOARD SWIMMWEAR BOXER,,,,,,8,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS6MT02.BLK,RP2Z0LPA106-1000 BLACK,[],MAN TROUSER,BRIONI,black,RP2Z0LPA106-1000 BLACK,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""materials_original""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Italy (IT),MAN TROUSER,bedin,male,,,,,,,UOMO,,,,,,,,,Pantalone`Asolo` Black,,,,,,8,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS6MT06.WHI,RPZ10MPA106-9100 OFF WHITE,[],MAN TROUSER,BRIONI,white,RPZ10MPA106-9100 OFF WHITE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""materials_original""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Italy (IT),MAN TROUSER,bedin,male,,,,,,,UOMO,,,,,,,,,TROUSERS BELLAGIO SHORTS,,,,,,8,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BRS6MS03.GRY,RCXU0LPD04D-4500 PERWINKLE,[],MAN SHIRT,BRIONI,azure,RCXU0LPD04D-4500 PERWINKLE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""materials_original""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""year""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,Italy (IT),MAN SHIRT,bedin,male,,,,,,,UOMO,,,,,,,,,EVENING SHIRT,,,,,,8,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BUF5WJ03.BLK,8117142-A1189 BLACK,[],WMN JACKET,BURBURRY,black,8117142-A1189 BLACK,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],FW25,Great Bretain (GB),WMN JACKET,bedin,female,,,,,,100%COTTON,DONNA,,2025,,,,,,,W RW D BREASTED,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BUF5WD01.BLK,8116015-A1189 BLACK,[],WMN DRESS,BURBURRY,black,8116015-A1189 BLACK,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],FW25,Romania (RO),WMN DRESS,bedin,female,,,,,,55%POLYESTER 45%WOOL,DONNA,,2025,,,,,,,W DRESSES CASUAL,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BUF5WC02.BLU,8113937-A1249 INK BLUE,[],WMN COAT,BURBURRY,blu,8113937-A1249 INK BLUE,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],FW25,Italy (IT),WMN COAT,bedin,female,,,,,,52%WOOL 48%CASHMERE,DONNA,,2025,,,,,,,CAPES,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BUF5WX01.MLT,8115447-C3700 SASH,[],WMN BAG,BURBURRY,multicolor,8115447-C3700 SASH,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],FW25,Italy (IT),WMN BAG,bedin,female,,,,,,100%BRASS,DONNA,,2025,,,,,,,SMALL BAG,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
BUF5WX02.IVO,8115650-B7348 SOAP,[],WMN BAG,BURBURRY,Ivory,8115650-B7348 SOAP,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""empty_field"",""field"":""gtin""},{""error"":""missing_field"",""field"":""dimensions""}]",[],FW25,Italy,WMN BAG,bedin,female,,,,,,100%BUFFALO GRAIN LEATHER (BUBALUS BUBALIS),DONNA,,2025,,,,Burberry Saddle Crossbody Bag in Ivory Buffalo Grain Leather,,,W CROSSBODY BAG,,,,,,5,false,0,,,high,claude,partial,0.67,"title,description_eng,season,year,made_in,materials,color,additional_info",,5,"Product code 8115650 maps directly to Burberry URL identifier p81156501; page title confirms 'Small Bridle Bag in Soap' on burberry.com, matching code 8115650-B7348 SOAP and ivory/soap color.",https://us.burberry.com/small-bridle-bag-p81156501,https://assets.burberry.com/is/image/Burberryltd/342723B6-815B-4C92-9CE0-CCFF1CBA6454,,10,Structured saddle-style crossbody bag crafted from buffalo grain leather (Bubalus bubalis) in an ivory colorway. Features a curved flap closure with a gold-tone bar-and-ring hardware clasp and an adjustable crossbody strap. The half-moon silhouette and smooth grained leather surface are characteristic of the design.,100% Buffalo Grain Leather (Bubalus bubalis),Equipped with a distinctive gold-tone bar-and-circle turn-lock closure. The adjustable crossbody strap allows for versatile carry options. Model reference: 8115650-B7348 SOAP.,5
